x_km,y_km,thickness_ft,fault_density,lateral_ft,proppant_lbft,eur_mboe
9.78,7.33,53.0,0.372,6200.0,1385.0,339.1
0.75,6.45,49.3,0.2,7845.0,1257.0,283.1
16.08,0.59,40.4,0.235,5303.0,1113.0,126.2
2.03,5.38,54.7,0.2,6376.0,2138.0,286.2
6.17,10.9,47.8,0.207,7122.0,1298.0,208.9
11.31,8.54,46.4,0.569,7926.0,1316.0,248.5
0.86,0.61,45.5,0.2,6617.0,1272.0,226.8
1.59,10.61,44.6,0.2,8364.0,1489.0,249.6
13.92,9.92,41.4,0.811,10270.0,2506.0,170.1
1.44,6.56,51.5,0.2,8262.0,1779.0,493.5
9.54,0.27,47.8,0.206,6721.0,1417.0,247.3
6.77,6.75,62.1,0.217,5372.0,1273.0,270.2
4.56,0.66,52.4,0.2,5820.0,1030.0,190.0
3.78,3.84,60.3,0.2,8367.0,1584.0,271.5
15.27,7.55,41.1,0.988,9102.0,1176.0,204.5
19.03,10.95,40.0,0.4,5298.0,1043.0,130.3
2.8,4.29,57.5,0.2,6113.0,1165.0,282.4
19.19,10.32,40.0,0.423,6914.0,1510.0,257.5
11.9,11.02,42.3,0.482,6919.0,2201.0,301.2
12.83,0.25,42.5,0.222,10750.0,1107.0,341.8
14.2,2.87,42.3,0.379,6223.0,2086.0,351.9
14.08,8.52,41.9,0.952,5375.0,1993.0,207.8
16.4,9.08,40.4,0.873,7118.0,2411.0,370.3
9.67,4.71,55.9,0.29,5807.0,1294.0,262.9
10.67,7.88,49.2,0.482,5759.0,2271.0,136.1
6.48,7.35,60.7,0.214,7445.0,2384.0,377.2
2.11,8.88,49.1,0.2,6838.0,2562.0,255.4
13.29,8.62,42.7,0.866,5550.0,2294.0,213.3
0.67,1.03,45.7,0.2,8626.0,1198.0,222.7
5.51,1.9,58.0,0.201,8010.0,2515.0,453.7
1.88,1.59,49.7,0.2,5463.0,2304.0,298.5
3.81,11.19,45.9,0.2,10176.0,1340.0,392.6
12.77,10.96,41.7,0.573,6708.0,1264.0,321.4
12.57,9.57,43.0,0.703,10768.0,2498.0,181.9
8.42,1.4,53.4,0.206,10589.0,1249.0,285.6
1.8,6.89,52.3,0.2,7605.0,2243.0,594.8
8.67,2.25,55.3,0.214,6371.0,1648.0,337.4
7.05,4.42,63.8,0.212,10009.0,2158.0,524.3
14.41,3.21,42.1,0.419,7168.0,1147.0,198.3
11.58,9.95,43.9,0.538,5981.0,2160.0,213.0
9.83,1.73,50.7,0.22,8310.0,1819.0,217.8
9.74,7.75,52.2,0.371,7936.0,2441.0,283.3
19.33,11.81,40.0,0.326,10100.0,1301.0,253.5
15.13,8.24,41.1,0.997,9376.0,1175.0,152.2
9.94,0.95,48.6,0.212,10257.0,1314.0,291.1
9.58,10.89,45.1,0.298,9408.0,1126.0,481.4
0.53,7.72,47.2,0.2,8853.0,2568.0,340.6
18.85,5.48,40.1,0.446,8001.0,1197.0,223.7
6.38,7.92,58.7,0.213,10925.0,1321.0,437.5
5.12,10.55,48.7,0.202,10755.0,2295.0,465.9
19.99,5.73,40.0,0.351,10093.0,1395.0,235.6
14.37,6.38,42.3,0.876,9652.0,1356.0,432.4
0.95,5.43,50.6,0.2,8465.0,2076.0,374.8
1.24,0.87,46.7,0.2,6559.0,1638.0,184.7
0.51,9.44,44.7,0.2,10253.0,2337.0,361.3
11.99,1.52,45.0,0.247,5065.0,2021.0,192.2
1.43,4.73,52.4,0.2,6365.0,1461.0,240.1
18.67,4.64,40.1,0.403,7422.0,1957.0,267.3
18.74,3.36,40.1,0.311,8517.0,2386.0,328.4
10.92,4.83,51.1,0.382,8365.0,1583.0,348.6
12.33,7.42,45.4,0.729,6055.0,2178.0,251.9
5.84,3.74,63.7,0.203,5629.0,1665.0,293.6
1.28,2.07,48.9,0.2,6334.0,1869.0,166.6
14.75,10.43,40.7,0.774,7092.0,2174.0,306.7
2.04,11.65,43.4,0.2,5084.0,1097.0,172.4
1.71,5.5,53.4,0.2,9155.0,1728.0,298.6
6.22,3.92,64.0,0.204,6486.0,1152.0,301.9
0.25,0.57,44.3,0.2,7108.0,2160.0,301.2
8.68,0.44,49.8,0.204,7009.0,1972.0,359.9
14.15,4.71,42.7,0.622,8071.0,1523.0,280.8
16.03,11.16,40.2,0.633,10159.0,1122.0,267.1
12.09,8.77,44.5,0.683,5896.0,2481.0,319.3
16.94,4.19,40.5,0.49,7044.0,1504.0,184.2
8.13,11.62,45.0,0.228,9152.0,1441.0,310.2
16.98,5.15,40.5,0.61,5265.0,1162.0,115.4
10.13,3.32,52.9,0.263,9980.0,1924.0,504.3
4.46,5.12,63.1,0.201,10771.0,1425.0,331.8
18.88,2.54,40.1,0.266,8646.0,2349.0,342.6
5.5,10.63,48.6,0.204,10739.0,2092.0,401.6
0.52,4.33,49.1,0.2,7478.0,1006.0,282.9
4.85,7.9,58.1,0.203,7490.0,1905.0,297.4
7.33,4.67,63.5,0.216,5637.0,1371.0,273.5
7.03,10.82,47.8,0.215,5213.0,1025.0,173.7
10.49,7.71,50.0,0.458,6467.0,1991.0,294.1
17.66,5.86,40.3,0.618,7869.0,1328.0,142.2
5.85,1.59,56.9,0.201,8046.0,2439.0,444.9
10.42,10.82,44.2,0.36,6305.0,1917.0,140.0
6.8,6.56,62.6,0.217,8677.0,1335.0,323.3
16.44,3.42,40.6,0.423,6087.0,2567.0,142.1
3.15,10.54,46.9,0.2,6957.0,1874.0,308.7
2.07,0.65,48.0,0.2,6174.0,1265.0,230.0
10.06,3.77,53.7,0.276,9180.0,1828.0,407.5
13.44,6.44,43.7,0.81,8099.0,2535.0,522.3
15.91,4.08,40.9,0.525,9417.0,1679.0,241.1
11.79,5.72,48.0,0.538,5343.0,1681.0,242.1
15.48,3.17,41.1,0.416,7552.0,1738.0,235.7
7.85,1.56,55.0,0.205,10802.0,1448.0,393.2
0.66,0.44,44.8,0.2,5322.0,1259.0,227.7
2.32,1.89,51.5,0.2,7510.0,1926.0,465.8
0.77,11.44,42.5,0.2,5242.0,2431.0,191.1
6.58,6.9,61.9,0.215,5880.0,2177.0,376.8
9.91,5.87,54.6,0.347,7775.0,1154.0,298.9
7.13,4.61,63.8,0.214,5945.0,1641.0,321.0
11.21,8.5,46.7,0.555,8113.0,1008.0,244.2
9.61,1.7,51.2,0.218,10536.0,1493.0,344.2
13.56,3.31,43.4,0.41,6202.0,2071.0,82.5
13.34,7.87,43.2,0.886,5643.0,1464.0,337.7
6.36,5.75,64.4,0.21,9952.0,2345.0,451.6
6.92,9.24,53.3,0.22,7762.0,1764.0,302.9
11.7,10.77,42.8,0.486,10296.0,2071.0,303.4
11.93,9.88,43.5,0.589,6837.0,2414.0,188.4
6.29,2.21,59.2,0.202,8765.0,2092.0,434.6
6.61,1.1,54.9,0.201,10540.0,2436.0,465.3
13.88,2.03,42.4,0.303,6030.0,2293.0,188.7
12.95,9.4,42.6,0.768,9804.0,1907.0,306.5
2.7,10.97,45.3,0.2,8789.0,1476.0,279.5
8.82,11.11,45.5,0.256,9878.0,1477.0,376.5
17.85,3.58,40.2,0.372,6024.0,2401.0,150.1
0.73,10.08,44.2,0.2,7605.0,1086.0,187.4
17.1,6.43,40.4,0.746,5773.0,2506.0,264.5
3.26,9.87,48.8,0.2,10760.0,1523.0,317.9
10.14,6.58,53.0,0.393,5376.0,2182.0,193.6
8.49,1.75,54.3,0.209,5393.0,1528.0,205.0
0.2,0.95,44.7,0.2,10389.0,2525.0,375.5
18.31,11.49,40.0,0.422,6805.0,1058.0,169.4
9.1,5.11,58.1,0.273,8582.0,1565.0,341.1
19.09,4.21,40.1,0.342,6725.0,2388.0,179.8
5.73,4.28,64.5,0.203,8893.0,1438.0,466.4
17.33,4.55,40.3,0.505,6155.0,1441.0,269.2
18.45,11.34,40.0,0.422,7753.0,2438.0,151.4
11.14,0.75,45.7,0.219,8201.0,2329.0,228.9
4.05,1.43,54.4,0.2,7002.0,1169.0,315.9
13.7,9.48,41.8,0.846,6510.0,1928.0,403.1
10.98,6.59,50.1,0.492,5841.0,1357.0,108.1
18.89,1.54,40.1,0.234,9237.0,1344.0,295.5
8.79,0.41,49.6,0.204,6010.0,1985.0,347.8
5.37,2.69,60.7,0.201,6753.0,1198.0,239.3
2.77,3.13,55.7,0.2,7021.0,1752.0,418.1
13.97,0.17,41.4,0.225,7726.0,1409.0,219.0
19.48,2.59,40.0,0.252,9215.0,2366.0,323.4
0.57,8.86,45.7,0.2,7568.0,1887.0,238.2
14.81,10.27,40.7,0.8,10227.0,1344.0,383.3
18.54,10.78,40.0,0.46,9079.0,2482.0,375.7
1.5,4.68,52.7,0.2,10031.0,2317.0,596.8
2.2,3.83,54.8,0.2,9298.0,1424.0,466.0
13.84,12.0,40.6,0.505,5892.0,2538.0,210.4
12.96,9.23,42.7,0.783,10868.0,1428.0,1036.1
1.38,6.45,51.4,0.2,9720.0,1468.0,450.2
16.69,3.06,40.5,0.376,8436.0,1618.0,281.7
10.47,3.86,52.3,0.298,5991.0,1264.0,176.6
18.14,6.18,40.2,0.585,6036.0,2099.0,116.4
17.56,6.5,40.3,0.691,8686.0,1892.0,143.6
16.25,0.16,40.3,0.224,7497.0,2431.0,216.1
10.32,11.51,43.3,0.319,9055.0,1385.0,368.2
5.03,6.91,61.5,0.203,7235.0,1272.0,341.2
10.12,7.07,52.3,0.403,8077.0,1574.0,254.3
2.02,2.54,52.0,0.2,6128.0,1234.0,221.4
13.18,9.18,42.5,0.816,5931.0,2514.0,188.0
2.68,8.85,50.6,0.2,5454.0,2148.0,285.9
10.22,1.14,48.4,0.217,9918.0,2274.0,321.5
1.09,7.14,49.6,0.2,8332.0,2197.0,363.2
5.99,7.9,58.9,0.209,10683.0,1389.0,443.6
4.64,10.03,50.1,0.202,9497.0,1225.0,262.4
12.4,2.47,45.2,0.301,9613.0,1687.0,450.7
15.74,10.53,40.4,0.744,8054.0,2326.0,222.9
1.15,5.54,51.3,0.2,9893.0,1529.0,291.7
17.01,1.16,40.3,0.247,10652.0,1015.0,304.8
17.22,1.27,40.2,0.249,9330.0,2056.0,295.5
6.85,2.37,59.4,0.203,5634.0,1320.0,269.2
13.18,3.39,44.1,0.405,8906.0,1869.0,210.5
8.05,5.96,61.1,0.243,5723.0,1024.0,279.4
3.08,8.99,51.1,0.2,5463.0,1814.0,356.9
10.57,2.24,49.7,0.243,9157.0,1630.0,250.6
1.73,11.91,42.8,0.2,10009.0,2409.0,374.8
17.57,1.94,40.2,0.272,5953.0,2155.0,173.2
18.49,7.19,40.1,0.593,5445.0,1058.0,359.2
16.43,11.15,40.2,0.612,10319.0,2263.0,477.5
11.25,9.99,44.3,0.494,5793.0,2266.0,238.6
11.15,7.77,48.0,0.55,5211.0,2061.0,139.2
19.69,8.59,40.0,0.431,9326.0,2487.0,228.0
4.96,1.61,56.4,0.2,10086.0,2285.0,527.7
1.52,0.12,45.8,0.2,8087.0,1350.0,197.3
11.24,5.21,50.0,0.437,8240.0,1610.0,200.1
6.58,1.07,54.8,0.201,7021.0,1560.0,290.2
6.45,4.29,64.4,0.206,6431.0,1808.0,343.1
0.14,2.68,46.7,0.2,9531.0,2526.0,401.9
11.92,11.0,42.3,0.487,10096.0,1985.0,272.2
5.28,10.56,48.8,0.203,6927.0,1501.0,301.7
3.76,9.83,49.7,0.201,6643.0,2506.0,250.8
0.81,8.57,46.7,0.2,6607.0,2120.0,295.9
7.29,1.85,57.0,0.204,5304.0,1426.0,243.3
17.58,0.58,40.1,0.226,6686.0,2450.0,269.6
6.73,7.85,58.7,0.218,5154.0,1551.0,306.8
13.58,7.71,42.9,0.912,9730.0,1826.0,223.9
15.13,4.43,41.5,0.594,6536.0,1767.0,161.9
6.56,5.67,64.4,0.211,9141.0,2478.0,351.9
16.43,5.87,40.6,0.755,8259.0,1425.0,95.4
13.84,2.88,42.8,0.373,10025.0,1533.0,277.9
11.18,3.77,49.7,0.332,10762.0,2056.0,388.8
0.02,5.02,47.6,0.2,7204.0,2419.0,242.1
0.7,7.24,48.3,0.2,5530.0,1184.0,161.5
19.82,11.47,40.0,0.313,9498.0,1336.0,360.9
15.65,6.46,41.0,0.885,5128.0,2517.0,266.2
18.75,8.77,40.1,0.554,6338.0,2244.0,138.1
18.05,9.68,40.1,0.608,5320.0,1554.0,136.0
0.41,1.36,45.7,0.2,10389.0,1572.0,358.8
15.84,7.84,40.8,0.968,5032.0,1751.0,111.6
9.02,5.79,58.1,0.284,7956.0,2078.0,308.1
15.79,6.87,40.9,0.92,7544.0,1898.0,186.1
0.13,0.46,44.0,0.2,8916.0,2242.0,396.1
5.76,10.87,47.9,0.204,6738.0,1087.0,272.6
15.03,11.43,40.4,0.616,10242.0,2310.0,239.3
15.86,0.04,40.4,0.223,9406.0,1093.0,261.2
12.39,2.55,45.2,0.306,7594.0,2410.0,291.4
6.03,2.16,59.1,0.201,7148.0,1069.0,227.9
6.21,9.38,53.2,0.21,9895.0,1205.0,318.2
19.34,7.18,40.1,0.471,9542.0,1288.0,166.3
8.78,2.13,54.7,0.214,7394.0,1357.0,361.9
8.94,9.77,48.8,0.288,7048.0,1643.0,371.1
11.05,4.24,50.5,0.353,5233.0,2049.0,204.3
8.19,5.53,61.1,0.243,5490.0,2428.0,268.2
11.05,4.65,50.6,0.38,5324.0,1839.0,292.1
8.65,6.26,58.8,0.272,5146.0,1852.0,334.1
16.53,5.76,40.6,0.731,5917.0,1511.0,109.1
18.18,3.3,40.2,0.333,10143.0,2281.0,307.5
18.64,5.09,40.1,0.44,9789.0,1177.0,237.5
11.29,10.9,43.1,0.433,10073.0,1482.0,231.3
8.84,6.03,58.4,0.279,8743.0,1155.0,357.3
14.1,11.0,40.8,0.665,8744.0,1343.0,174.7
16.77,6.6,40.5,0.803,5744.0,1939.0,141.8
11.26,9.23,45.5,0.538,9194.0,1202.0,249.8
14.0,3.52,42.8,0.449,6680.0,1161.0,122.3
14.99,9.48,40.9,0.908,8116.0,2321.0,95.5
13.53,3.17,43.4,0.394,10728.0,1189.0,364.0
14.92,0.23,40.8,0.228,10224.0,1973.0,270.5
4.17,1.93,56.3,0.2,6399.0,1563.0,420.7
9.97,0.26,47.0,0.207,9420.0,2434.0,543.0
11.77,11.36,42.1,0.438,5625.0,2132.0,173.4
0.05,12.0,41.5,0.2,5160.0,1095.0,239.8
17.12,9.15,40.2,0.779,5169.0,2433.0,261.7
12.2,1.3,44.4,0.243,6021.0,1662.0,183.9
2.58,10.79,45.5,0.2,9170.0,1477.0,176.4
16.33,8.93,40.4,0.892,7180.0,2076.0,294.6
14.34,3.99,42.4,0.519,5096.0,2149.0,186.3
15.17,6.03,41.5,0.843,10928.0,1485.0,334.4
7.84,7.94,56.7,0.246,8200.0,1563.0,321.4
17.08,0.29,40.2,0.223,7363.0,1250.0,161.1
8.28,6.02,60.3,0.252,8113.0,1950.0,350.2
11.41,8.79,45.8,0.578,8120.0,2531.0,386.2
0.01,2.26,45.9,0.2,7821.0,1667.0,252.6
12.9,5.33,45.1,0.621,8678.0,2594.0,277.7
14.36,6.39,42.3,0.877,10314.0,1282.0,127.7
11.34,8.83,45.9,0.566,6810.0,2274.0,263.1
9.93,11.57,43.5,0.294,7922.0,2485.0,227.3
16.2,10.18,40.3,0.767,5022.0,2101.0,241.0
13.63,7.46,42.9,0.909,10159.0,1175.0,174.9
5.56,7.0,61.7,0.205,6835.0,1522.0,298.6
19.18,7.24,40.1,0.493,6628.0,1137.0,336.4
14.15,6.54,42.5,0.883,10985.0,1963.0,271.3
19.76,0.71,40.0,0.212,8506.0,2597.0,269.6
19.43,8.38,40.0,0.467,5738.0,1600.0,207.5
18.38,8.6,40.1,0.616,6593.0,1261.0,93.1
15.11,6.15,41.5,0.861,7119.0,1430.0,338.2
12.19,10.44,42.6,0.57,10916.0,1913.0,453.8
3.44,8.07,54.7,0.2,7584.0,1910.0,366.0
10.87,4.35,51.2,0.348,6381.0,1368.0,99.9
15.31,0.24,40.7,0.228,8418.0,2201.0,264.7
10.42,0.71,47.1,0.213,7429.0,1141.0,180.4
17.36,4.22,40.3,0.465,5330.0,1997.0,249.7
2.19,5.55,55.3,0.2,10166.0,1681.0,495.9
7.62,2.0,57.0,0.205,5094.0,1203.0,229.7
10.12,2.27,51.1,0.234,10391.0,2015.0,312.7
8.65,2.76,56.8,0.219,9751.0,2077.0,582.8
2.17,9.37,48.1,0.2,5455.0,1704.0,203.8
3.07,9.26,50.3,0.2,9342.0,2277.0,543.4
16.75,4.6,40.5,0.554,9626.0,1815.0,300.2
9.69,2.07,51.9,0.224,8614.0,1457.0,349.1
0.97,1.33,46.9,0.2,8466.0,2526.0,311.5
0.33,1.05,45.1,0.2,5298.0,2510.0,296.2
9.47,4.7,56.7,0.28,5357.0,1153.0,246.2
3.29,0.55,50.1,0.2,9364.0,2514.0,523.1
14.1,4.0,42.7,0.515,5633.0,2241.0,216.3
15.91,11.54,40.2,0.581,6451.0,1171.0,166.5
4.57,6.09,62.4,0.202,7993.0,1831.0,435.4
11.84,9.87,43.6,0.579,5985.0,1056.0,272.3
3.09,1.55,52.7,0.2,9739.0,1942.0,477.0
6.07,3.22,62.5,0.203,9844.0,2493.0,524.2
17.78,11.36,40.1,0.479,10053.0,1589.0,155.3
10.88,4.6,51.2,0.364,5297.0,1814.0,274.0
17.72,7.78,40.2,0.729,7567.0,1364.0,111.7
4.5,11.71,45.2,0.201,10082.0,1866.0,342.0
6.6,6.61,62.7,0.214,7179.0,2284.0,375.8
9.42,3.66,56.0,0.25,9175.0,1344.0,254.6
9.6,6.38,55.2,0.337,8535.0,1886.0,391.7
19.95,0.66,40.0,0.21,7083.0,1567.0,327.9
2.29,1.35,50.1,0.2,6658.0,2197.0,269.4
17.04,0.09,40.2,0.22,8916.0,2123.0,334.0
17.27,10.61,40.1,0.611,5802.0,2118.0,435.3
11.06,8.06,47.8,0.538,10161.0,1604.0,430.2
6.88,3.58,62.8,0.207,8459.0,1959.0,366.8
10.38,2.65,51.0,0.25,5669.0,2042.0,260.6
5.85,8.2,57.8,0.208,9221.0,2089.0,462.6
15.98,11.03,40.3,0.655,7587.0,1920.0,384.4
9.97,3.59,53.9,0.266,6224.0,2387.0,388.6
18.52,3.86,40.1,0.355,10766.0,1398.0,138.5
12.45,10.25,42.5,0.621,9318.0,1089.0,171.3
10.29,10.72,44.6,0.354,8558.0,2540.0,314.0
14.22,10.97,40.8,0.674,10093.0,1097.0,161.3
10.08,3.52,53.3,0.268,8263.0,2445.0,163.7
18.09,1.44,40.1,0.243,7649.0,1980.0,210.3
3.69,5.28,60.9,0.2,6137.0,2470.0,339.2
19.47,3.55,40.1,0.288,5920.0,1904.0,173.3
16.24,10.61,40.3,0.703,7592.0,2314.0,163.1
17.21,0.44,40.2,0.225,7736.0,2154.0,258.3
9.66,7.61,52.8,0.363,9400.0,1840.0,397.7
16.74,10.87,40.2,0.627,7653.0,1581.0,180.6
6.14,11.72,45.5,0.205,8559.0,1005.0,317.1
15.24,7.8,41.1,0.996,9995.0,1401.0,250.8
2.81,11.4,44.5,0.2,10960.0,2523.0,335.6
6.14,0.91,54.3,0.201,6935.0,1441.0,221.8
8.91,4.31,58.5,0.248,10412.0,2203.0,454.1
6.45,0.1,51.2,0.2,9836.0,1814.0,464.8
7.74,11.77,44.9,0.219,5408.0,1494.0,160.0
16.4,10.83,40.2,0.659,7005.0,2586.0,293.6
5.13,0.34,51.8,0.2,6314.0,1075.0,225.1
14.91,0.22,40.8,0.228,8986.0,1931.0,426.0
1.47,4.4,52.5,0.2,8332.0,1738.0,356.9
15.31,3.1,41.2,0.41,7969.0,1122.0,171.6
15.84,10.16,40.4,0.793,9581.0,1343.0,322.1
8.03,1.93,55.9,0.207,7000.0,2111.0,381.6
14.45,9.49,41.2,0.896,7297.0,1173.0,151.1
18.3,6.65,40.1,0.595,10194.0,2282.0,205.2
16.01,4.53,40.9,0.587,10833.0,2000.0,377.0
7.81,1.75,55.8,0.205,9658.0,1161.0,347.3
9.68,11.97,43.1,0.269,6302.0,1459.0,144.4
15.59,7.42,41.0,0.97,5676.0,1219.0,167.3
5.85,5.27,64.9,0.205,6255.0,2276.0,314.7
16.08,4.45,40.8,0.573,7537.0,1853.0,137.1
6.56,10.87,47.8,0.21,6420.0,1005.0,188.0
16.12,9.85,40.4,0.816,10406.0,1869.0,489.6
1.74,9.73,46.5,0.2,9024.0,1772.0,398.0
0.89,7.39,48.6,0.2,7500.0,2029.0,358.0
19.95,10.66,40.0,0.338,6643.0,1056.0,184.8
17.39,3.59,40.3,0.398,7284.0,1057.0,218.3
17.66,8.44,40.2,0.735,7856.0,1559.0,221.8
19.03,4.85,40.1,0.388,9283.0,2102.0,212.6
8.77,7.2,56.5,0.289,5536.0,2066.0,218.3
5.74,11.98,44.9,0.203,10093.0,1445.0,274.3
2.6,11.81,43.6,0.2,5765.0,1346.0,246.3
10.02,6.15,53.9,0.367,6575.0,2093.0,386.5
4.4,6.89,60.4,0.201,10962.0,1043.0,320.4
18.71,10.77,40.0,0.443,6141.0,1891.0,198.9
0.08,11.83,41.6,0.2,5607.0,1679.0,174.4
2.86,9.34,49.6,0.2,8830.0,1383.0,293.1
4.93,0.78,53.3,0.2,7359.0,1832.0,278.8
3.98,3.87,60.9,0.2,5551.0,1347.0,334.1
4.52,10.76,47.7,0.201,5022.0,1903.0,206.0
13.12,9.22,42.5,0.805,5475.0,1238.0,169.1
6.55,8.91,54.9,0.214,8136.0,1649.0,347.6
12.3,8.02,44.9,0.734,6385.0,1817.0,141.4
17.81,4.98,40.2,0.512,9665.0,1051.0,235.7
12.05,4.84,47.4,0.483,10145.0,1977.0,482.4
13.89,9.71,41.5,0.835,5869.0,2201.0,368.4
7.31,3.53,62.0,0.21,7022.0,2530.0,308.2
3.19,8.22,53.6,0.2,5879.0,1325.0,172.5
6.41,8.71,55.7,0.213,6720.0,1334.0,272.1
19.29,10.13,40.0,0.424,6435.0,1488.0,256.1
12.44,3.84,46.0,0.412,9721.0,2425.0,393.6
5.55,8.9,54.9,0.205,7073.0,1651.0,340.9
9.02,1.28,51.6,0.209,7973.0,1483.0,226.1
16.71,1.66,40.4,0.273,9043.0,2186.0,256.0
13.37,5.01,44.1,0.62,9934.0,1061.0,115.2
11.21,0.66,45.4,0.218,6807.0,1878.0,242.2
17.7,11.37,40.1,0.483,6255.0,1720.0,99.1
13.45,10.82,41.3,0.65,10871.0,2000.0,512.5
12.85,0.59,42.7,0.229,6921.0,2170.0,344.5
3.8,10.06,49.1,0.201,9026.0,1520.0,323.1
2.13,6.11,54.6,0.2,9067.0,2018.0,288.1
19.3,8.42,40.0,0.483,8084.0,1839.0,269.2
11.98,10.64,42.6,0.527,6371.0,1214.0,329.0
8.31,6.92,58.5,0.263,5849.0,2411.0,342.2
11.78,1.4,45.3,0.24,7922.0,2207.0,380.5
1.24,0.03,45.2,0.2,8066.0,2475.0,285.2
16.44,5.96,40.6,0.766,9640.0,2153.0,197.7
4.33,11.39,45.8,0.201,9259.0,1392.0,286.6
16.09,6.87,40.7,0.898,10472.0,1689.0,111.9
10.69,4.48,51.9,0.343,10825.0,1619.0,677.7
5.53,0.37,52.1,0.2,9367.0,1057.0,311.6
0.6,10.98,42.9,0.2,5459.0,1657.0,224.4
16.32,3.93,40.7,0.489,7431.0,1553.0,186.5
3.53,8.46,53.7,0.201,8653.0,1006.0,212.7
1.04,8.33,47.6,0.2,8541.0,2355.0,449.8
15.12,3.05,41.4,0.405,6089.0,1230.0,127.9
7.0,0.77,53.3,0.201,8498.0,1802.0,369.8
7.79,4.62,62.4,0.224,7098.0,2255.0,413.1
4.94,3.81,63.0,0.201,7034.0,1967.0,366.9
17.18,8.4,40.3,0.808,10004.0,1271.0,170.5
5.95,9.84,51.5,0.207,7532.0,1989.0,303.9
4.2,2.67,58.7,0.2,8164.0,2212.0,328.7
6.18,6.34,63.5,0.209,8377.0,2368.0,525.5
4.06,0.49,51.2,0.2,8378.0,1510.0,344.9
6.35,2.57,60.5,0.202,6279.0,1054.0,253.7
1.66,9.14,47.5,0.2,8597.0,1973.0,287.1
3.17,9.52,49.7,0.2,7008.0,1361.0,378.2
8.34,9.32,51.2,0.262,8930.0,2249.0,277.6
17.59,1.71,40.2,0.261,5874.0,2088.0,144.1
1.15,6.61,50.5,0.2,10965.0,2237.0,425.5
4.25,5.07,62.6,0.201,9632.0,2548.0,481.0
18.17,11.9,40.0,0.397,7504.0,1935.0,314.3
17.8,7.85,40.2,0.717,6808.0,2447.0,287.8
13.59,11.22,41.0,0.602,7327.0,2027.0,233.0
4.81,1.74,56.7,0.2,9327.0,1291.0,388.9
8.4,5.41,60.5,0.249,8932.0,2279.0,487.8
4.22,9.26,52.3,0.201,9213.0,2110.0,577.4
2.57,4.41,56.7,0.2,10334.0,2565.0,511.0
7.6,7.59,58.4,0.238,7738.0,1389.0,276.0
11.52,6.14,48.7,0.536,9017.0,1533.0,316.0
7.2,11.9,44.9,0.212,7649.0,2314.0,172.3
12.22,2.09,45.2,0.275,8829.0,1101.0,249.4
5.93,11.22,46.9,0.205,7849.0,2013.0,367.6
6.92,4.82,64.3,0.212,9660.0,1857.0,525.3
15.81,5.62,41.0,0.762,5032.0,1270.0,159.5
17.57,6.34,40.3,0.676,6294.0,1264.0,214.6
6.44,3.18,62.3,0.204,6779.0,2296.0,455.5
11.43,11.56,42.2,0.395,10672.0,1025.0,384.0
5.56,10.94,47.7,0.204,8042.0,2195.0,345.8
1.07,11.67,42.5,0.2,7186.0,2172.0,241.8
14.76,11.96,40.4,0.533,7426.0,2039.0,110.3
3.42,8.04,54.7,0.2,7711.0,1655.0,385.9
8.51,5.42,60.1,0.253,10207.0,1045.0,413.4
9.74,10.21,46.3,0.331,10774.0,2283.0,401.3
3.69,0.29,50.0,0.2,10065.0,1201.0,281.2
1.89,10.01,46.2,0.2,10050.0,1449.0,383.0
6.96,5.97,63.5,0.218,6194.0,2515.0,339.9
19.05,8.08,40.1,0.522,6612.0,1483.0,186.5
12.3,4.49,46.6,0.469,8576.0,1408.0,263.0
7.63,4.42,62.6,0.219,8937.0,2557.0,521.9
0.78,0.38,44.9,0.2,6216.0,1137.0,154.2
12.01,5.09,47.5,0.503,9478.0,1257.0,336.3
1.85,4.9,54.1,0.2,6200.0,1701.0,231.6
10.85,2.7,49.6,0.264,6578.0,2260.0,241.1
15.04,2.97,41.4,0.396,6841.0,2415.0,308.1
8.47,7.01,57.8,0.271,10076.0,2209.0,365.4
5.99,3.81,63.9,0.203,9393.0,2562.0,603.3
0.95,9.96,44.7,0.2,8184.0,1027.0,235.5
0.5,1.34,45.8,0.2,9918.0,1991.0,251.9
8.6,6.93,57.6,0.277,9878.0,1186.0,488.9
17.67,1.92,40.2,0.269,7339.0,2457.0,273.7
4.88,6.34,62.6,0.202,9689.0,2496.0,545.5
11.48,6.63,48.4,0.562,6237.0,1485.0,302.4
13.69,7.71,42.7,0.923,8019.0,2324.0,520.0
1.22,5.13,51.7,0.2,5709.0,2008.0,263.1
3.06,6.11,58.0,0.2,7561.0,1161.0,331.2
6.63,2.17,58.9,0.202,8122.0,1964.0,408.1
13.4,5.56,44.0,0.698,5480.0,2562.0,183.5
8.78,4.48,59.1,0.247,7776.0,1493.0,236.5
14.68,7.99,41.5,0.996,8910.0,1002.0,222.0
17.35,5.22,40.3,0.583,8685.0,2563.0,453.3
15.17,9.35,40.8,0.922,5326.0,1662.0,206.8
19.84,5.11,40.0,0.337,5572.0,1689.0,136.0
15.09,2.83,41.4,0.381,7108.0,2140.0,320.8
17.04,3.28,40.4,0.384,10056.0,1967.0,276.3
16.65,0.54,40.3,0.231,10219.0,1483.0,182.1
14.61,6.48,42.0,0.897,6858.0,1160.0,280.1
16.04,9.97,40.4,0.807,9313.0,2324.0,186.3
